SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,47.544559910578045
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,12208.020282940131
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Very Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,31395.59513
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,8.925441416538787e-08
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,3327.718409000121
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,4.898911930529224
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2021,31/12/2021,16.87785329878489
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Motorcycle,"Motive Power, Mobile",Mobile Motive Power,Other,2021,31/12/2021,571.4322219383064
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2021,31/12/2021,71.72146849
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2021,31/12/2021,182.1380724
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2021,31/12/2021,1619.1222803104977
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2021,31/12/2021,31.8668076
Z002,Sea Transport,Transport,Fuel Oil,Fossil Fuels,Internal Combustion Engine,Ship,"Motive Power, Mobile",Mobile Motive Power,Sea Transport,2021,31/12/2021,2753.040809
Z002,Air Transport,Transport,Av. Fuel/Kero,Fossil Fuels,Turbine Engine,Plane,"Motive Power, Mobile",Mobile Motive Power,Air Transport,2021,31/12/2021,11978.81531
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,90.06359868
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,11620.97781934493
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,77274.42459163445
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,1378.0934492518202
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,58.77075406328999
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,25.86589005280165
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,135.38921991184452
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,31.325559503488638
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,30037.76458785032
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,4893.717353809357
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,0
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,0
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,0
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2020,31/12/2020,4.627377851485128
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,5.108916201587912
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,5566.462570621639
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,46.83277907356639
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,10732.691549699524
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Very Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,29466.22721564218
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,6.883889616209155
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,3435.060116778905
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,5.259404102165392
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2020,31/12/2020,10.256466583868711
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Motorcycle,"Motive Power, Mobile",Mobile Motive Power,Other,2020,31/12/2020,563.3060980653387
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2020,31/12/2020,83.45992530066606
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2020,31/12/2020,202.4070084
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2020,31/12/2020,1566.4980247618275
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2020,31/12/2020,22.9439232
Z002,Sea Transport,Transport,Fuel Oil,Fossil Fuels,Internal Combustion Engine,Ship,"Motive Power, Mobile",Mobile Motive Power,Sea Transport,2020,31/12/2020,3715.228656
Z002,Air Transport,Transport,Av. Fuel/Kero,Fossil Fuels,Turbine Engine,Plane,"Motive Power, Mobile",Mobile Motive Power,Air Transport,2020,31/12/2020,10314.313409638446
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,93.98085318577004
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,12329.957804681371
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,90163.14047947858
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,1099.9168553038264
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,51.67263506087455
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,20.89334306131548
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,101.34009611620576
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,30.949648809765545
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,30107.096770316966
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,5683.975926695736
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,0
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,0
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,0
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2019,31/12/2019,3.4636355578445825
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,5.018715129391285
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,5693.476875704043
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,53.600342659336775
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,11185.607896782776
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Very Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,29871.45814307812
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,7.214384875073135
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,3962.153783635274
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,7.115129102869696
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2019,31/12/2019,8.128721264634162
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Motorcycle,"Motive Power, Mobile",Mobile Motive Power,Other,2019,31/12/2019,615.4049816988014
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2019,31/12/2019,132.4852838
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2019,31/12/2019,220.266803
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2019,31/12/2019,1717.451282017012
Z002,Rail Transport,Transport,Electricity,Electricity,Electric Motor,Freight Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2019,31/12/2019,36.234202
Z002,Sea Transport,Transport,Fuel Oil,Fossil Fuels,Internal Combustion Engine,Ship,"Motive Power, Mobile",Mobile Motive Power,Sea Transport,2019,31/12/2019,4496.941479
Z002,Air Transport,Transport,Av. Fuel/Kero,Fossil Fuels,Turbine Engine,Plane,"Motive Power, Mobile",Mobile Motive Power,Air Transport,2019,31/12/2019,14891.694765278611
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,93.08273480267752
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,13656.085758984682
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,91112.97317385393
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,721.441687
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,33.740767255991976
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,14.561992844231046
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Passenger Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,61.99318976033428
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,28.317970870823988
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,30903.82463328115
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,5856.2960132113085
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Conventional Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,0
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,0
Z002,Road Transport,Transport,Electricity,Electricity,Plug-In Hybrid Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,0
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Light Commercial Vehicle,"Motive Power, Mobile",Mobile Motive Power,Light Vehicles,2018,31/12/2018,2.1188238873572898
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,4.935039457504526
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,6212.802251029336
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Medium Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,56.35799707078783
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,12111.004691292304
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Very Heavy Truck,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,32710.224286172583
Z002,Road Transport,Transport,LPG,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,6.316099868993973
Z002,Road Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,4187.314401026221
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,7.108999379053164
Z002,Road Transport,Transport,Electricity,Electricity,Battery Electric Vehicle,Bus,"Motive Power, Mobile",Mobile Motive Power,Heavy Vehicles,2018,31/12/2018,6.899521308077383
Z002,Road Transport,Transport,Petrol,Fossil Fuels,Internal Combustion Engine,Motorcycle,"Motive Power, Mobile",Mobile Motive Power,Other,2018,31/12/2018,624.8820622313575
Z002,Rail Transport,Transport,Diesel,Fossil Fuels,Internal Combustion Engine,Passenger Rail,"Motive Power, Mobile",Mobile Motive Power,Rail,2018,31/12/2018,133.4414026606416
